vid,name,authority,field_authority_link,lat,long
city_section,Addington,geonames,http://sws.geonames.org/2657678,51.35,-0.03333
city_section,Agassiz Provincial Forest,geonames,http://sws.geonames.org/5882542,49.99969,-96.15056
city_section,Alderwood,geonames,http://sws.geonames.org/5883345,43.60348,-79.54604
city_section,Alexandra Park,wikidata,https://www.wikidata.org/wiki/Q4720721,43.65,-79.4
city_section,Algonquin Island,geonames,http://sws.geonames.org/7870804,43.62819,-79.35966
city_section,Armstrong's Point,wikidata,https://www.wikidata.org/wiki/Q4793894,49.8769,-97.1564
city_section,Bell Farm,wikidata,https://www.wikidata.org/wiki/Q4883160,50.5519,-103.6797
city_section,Quan Bình Thanh,geonames,http://sws.geonames.org/1904887,10.80491,106.70451
city_section,Bloordale Village,wikidata,https://www.wikidata.org/wiki/Q4928407,43.659,-79.439
city_section,Burlington Beach,geonames,http://sws.geonames.org/5911593,43.30889,-79.80139
city_section,Casa Loma,wikidata,https://www.wikidata.org/wiki/Q1046446,43.678117,-79.409342
city_section,Cayuga,geonames,http://sws.geonames.org/5918700,42.96681,-79.88293
city_section,Cedarvale Park,wikidata,https://www.wikidata.org/wiki/Q5057005,43.6915,-79.4263
city_section,Central Park (Winnipeg),wikidata,https://www.wikidata.org/wiki/Q5061598,49.896,-97.1485
city_section,Centre Island,geonames,http://sws.geonames.org/5919186,43.61681,-79.3829
city_section,Chesterville,geonames,http://sws.geonames.org/5921066,45.1001,-75.23262
city_section,Chinatown (Toronto),geonames,http://sws.geonames.org/7870785,43.65086,-79.39725
city_section,Chinatown (Winnipeg),wikidata,https://www.wikidata.org/wiki/Q5100157,49.904,-97.14
city_section,Chippawa,geonames,http://sws.geonames.org/5921556,43.0571,-79.04717
city_section,Cho Lon,geonames,http://sws.geonames.org/1585330,10.75,106.65
city_section,Church and Wellesley,wikidata,https://www.wikidata.org/wiki/Q1089761,43.66569444,-79.38095556
city_section,Toronto Old City Hall,geonames,http://sws.geonames.org/8014953,43.65249,-79.38201
city_section,Clarkson,geonames,http://sws.geonames.org/5923329,43.51852,-79.63354
city_section,Denton Manor,wikidata,https://www.wikidata.org/wiki/Q26642460,52.882914,-0.721282
city_section,Don Mills,geonames,http://sws.geonames.org/5941602,43.73341,-79.3329
city_section,Downtown Toronto,wikidata,https://www.wikidata.org/wiki/Q2944796,43.6525,-79.3836
city_section,East Kildonan,geonames,http://sws.geonames.org/5945777,49.9222,-97.10124
city_section,Église Sacré-Coeur,wikidata,https://www.wikidata.org/wiki/Q50924712,43.663586,-79.372846
