vid,name,authority,field_authority_link
language,Yakut,iso639-2b,http://id.loc.gov/vocabulary/languages/sah
language,South American Indian (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/sai
language,Salishan languages,iso639-2b,http://id.loc.gov/vocabulary/languages/sal
language,Samaritan Aramaic,iso639-2b,http://id.loc.gov/vocabulary/languages/sam
language,Sanskrit,iso639-2b,http://id.loc.gov/vocabulary/languages/san
language,Sasak,iso639-2b,http://id.loc.gov/vocabulary/languages/sas
language,Santali,iso639-2b,http://id.loc.gov/vocabulary/languages/sat
language,Sicilian Italian,iso639-2b,http://id.loc.gov/vocabulary/languages/scn
language,Scots,iso639-2b,http://id.loc.gov/vocabulary/languages/sco
language,Selkup,iso639-2b,http://id.loc.gov/vocabulary/languages/sel
language,Semitic (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/sem
language,"Irish, Old (to 1100)",iso639-2b,http://id.loc.gov/vocabulary/languages/sga
language,Sign languages,iso639-2b,http://id.loc.gov/vocabulary/languages/sgn
language,Shan,iso639-2b,http://id.loc.gov/vocabulary/languages/shn
language,Sidamo,iso639-2b,http://id.loc.gov/vocabulary/languages/sid
language,Sinhalese,iso639-2b,http://id.loc.gov/vocabulary/languages/sin
language,Siouan (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/sio
language,Sino-Tibetan (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/sit
language,Slavic (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/sla
language,Slovak,iso639-2b,http://id.loc.gov/vocabulary/languages/slo
language,Slovenian,iso639-2b,http://id.loc.gov/vocabulary/languages/slv
language,Southern Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/sma
language,Northern Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/sme
language,Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/smi
language,Lule Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/smj
language,Inari Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/smn
language,Samoan,iso639-2b,http://id.loc.gov/vocabulary/languages/smo
language,Skolt Sami,iso639-2b,http://id.loc.gov/vocabulary/languages/sms
language,Shona,iso639-2b,http://id.loc.gov/vocabulary/languages/sna
language,Sindhi,iso639-2b,http://id.loc.gov/vocabulary/languages/snd
language,Soninke,iso639-2b,http://id.loc.gov/vocabulary/languages/snk
language,Sogdian,iso639-2b,http://id.loc.gov/vocabulary/languages/sog
language,Somali,iso639-2b,http://id.loc.gov/vocabulary/languages/som
language,Songhai,iso639-2b,http://id.loc.gov/vocabulary/languages/son
language,Sotho,iso639-2b,http://id.loc.gov/vocabulary/languages/sot
language,Spanish,iso639-2b,http://id.loc.gov/vocabulary/languages/spa
language,Sardinian,iso639-2b,http://id.loc.gov/vocabulary/languages/srd
language,Sranan,iso639-2b,http://id.loc.gov/vocabulary/languages/srn
language,Serbian,iso639-2b,http://id.loc.gov/vocabulary/languages/srp
language,Serer,iso639-2b,http://id.loc.gov/vocabulary/languages/srr
language,Nilo-Saharan (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/ssa
language,Swazi,iso639-2b,http://id.loc.gov/vocabulary/languages/ssw
language,Sukuma,iso639-2b,http://id.loc.gov/vocabulary/languages/suk
language,Sundanese,iso639-2b,http://id.loc.gov/vocabulary/languages/sun
language,Susu,iso639-2b,http://id.loc.gov/vocabulary/languages/sus
language,Sumerian,iso639-2b,http://id.loc.gov/vocabulary/languages/sux
language,Swahili,iso639-2b,http://id.loc.gov/vocabulary/languages/swa
language,Swedish,iso639-2b,http://id.loc.gov/vocabulary/languages/swe
language,Syriac,iso639-2b,http://id.loc.gov/vocabulary/languages/syc
language,"Syriac, Modern",iso639-2b,http://id.loc.gov/vocabulary/languages/syr
language,Tahitian,iso639-2b,http://id.loc.gov/vocabulary/languages/tah
language,Tai (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/tai
language,Tamil,iso639-2b,http://id.loc.gov/vocabulary/languages/tam
language,Tatar,iso639-2b,http://id.loc.gov/vocabulary/languages/tat
language,Telugu,iso639-2b,http://id.loc.gov/vocabulary/languages/tel
language,Temne,iso639-2b,http://id.loc.gov/vocabulary/languages/tem
language,Terena,iso639-2b,http://id.loc.gov/vocabulary/languages/ter
language,Tetum,iso639-2b,http://id.loc.gov/vocabulary/languages/tet
language,Tajik,iso639-2b,http://id.loc.gov/vocabulary/languages/tgk
language,Tagalog,iso639-2b,http://id.loc.gov/vocabulary/languages/tgl
language,Thai,iso639-2b,http://id.loc.gov/vocabulary/languages/tha
language,Tibetan,iso639-2b,http://id.loc.gov/vocabulary/languages/tib
language,Tigré,iso639-2b,http://id.loc.gov/vocabulary/languages/tig
language,Tigrinya,iso639-2b,http://id.loc.gov/vocabulary/languages/tir
language,Tiv,iso639-2b,http://id.loc.gov/vocabulary/languages/tiv
language,Tokelauan,iso639-2b,http://id.loc.gov/vocabulary/languages/tkl
language,Klingon (Artificial language),iso639-2b,http://id.loc.gov/vocabulary/languages/tlh
language,Tlingit,iso639-2b,http://id.loc.gov/vocabulary/languages/tli
language,Tamashek,iso639-2b,http://id.loc.gov/vocabulary/languages/tmh
language,Tonga (Nyasa),iso639-2b,http://id.loc.gov/vocabulary/languages/tog
language,Tongan,iso639-2b,http://id.loc.gov/vocabulary/languages/ton
language,Tok Pisin,iso639-2b,http://id.loc.gov/vocabulary/languages/tpi
language,Tsimshian,iso639-2b,http://id.loc.gov/vocabulary/languages/tsi
language,Tswana,iso639-2b,http://id.loc.gov/vocabulary/languages/tsn
language,Tsonga,iso639-2b,http://id.loc.gov/vocabulary/languages/tso
language,Turkmen,iso639-2b,http://id.loc.gov/vocabulary/languages/tuk
language,Tumbuka,iso639-2b,http://id.loc.gov/vocabulary/languages/tum
language,Tupi languages,iso639-2b,http://id.loc.gov/vocabulary/languages/tup
language,Turkish,iso639-2b,http://id.loc.gov/vocabulary/languages/tur
language,Altaic (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/tut
language,Tuvaluan,iso639-2b,http://id.loc.gov/vocabulary/languages/tvl
language,Twi,iso639-2b,http://id.loc.gov/vocabulary/languages/twi
language,Tuvinian,iso639-2b,http://id.loc.gov/vocabulary/languages/tyv
language,Udmurt,iso639-2b,http://id.loc.gov/vocabulary/languages/udm
language,Ugaritic,iso639-2b,http://id.loc.gov/vocabulary/languages/uga
language,Uighur,iso639-2b,http://id.loc.gov/vocabulary/languages/uig
language,Ukrainian,iso639-2b,http://id.loc.gov/vocabulary/languages/ukr
language,Umbundu,iso639-2b,http://id.loc.gov/vocabulary/languages/umb
language,Undetermined,iso639-2b,http://id.loc.gov/vocabulary/languages/und
language,Urdu,iso639-2b,http://id.loc.gov/vocabulary/languages/urd
language,Uzbek,iso639-2b,http://id.loc.gov/vocabulary/languages/uzb
language,Vai,iso639-2b,http://id.loc.gov/vocabulary/languages/vai
language,Venda,iso639-2b,http://id.loc.gov/vocabulary/languages/ven
language,Vietnamese,iso639-2b,http://id.loc.gov/vocabulary/languages/vie
language,Volapük,iso639-2b,http://id.loc.gov/vocabulary/languages/vol
language,Votic,iso639-2b,http://id.loc.gov/vocabulary/languages/vot
language,Wakashan languages,iso639-2b,http://id.loc.gov/vocabulary/languages/wak
language,Wolayta,iso639-2b,http://id.loc.gov/vocabulary/languages/wal
language,Waray,iso639-2b,http://id.loc.gov/vocabulary/languages/war
language,Washoe,iso639-2b,http://id.loc.gov/vocabulary/languages/was
language,Welsh,iso639-2b,http://id.loc.gov/vocabulary/languages/wel
language,Sorbian (Other),iso639-2b,http://id.loc.gov/vocabulary/languages/wen
language,Walloon,iso639-2b,http://id.loc.gov/vocabulary/languages/wln
language,Wolof,iso639-2b,http://id.loc.gov/vocabulary/languages/wol
language,Oirat,iso639-2b,http://id.loc.gov/vocabulary/languages/xal
language,Xhosa,iso639-2b,http://id.loc.gov/vocabulary/languages/xho
language,Yao (Africa),iso639-2b,http://id.loc.gov/vocabulary/languages/yao
language,Yapese,iso639-2b,http://id.loc.gov/vocabulary/languages/yap
language,Yiddish,iso639-2b,http://id.loc.gov/vocabulary/languages/yid
language,Yoruba,iso639-2b,http://id.loc.gov/vocabulary/languages/yor
language,Yupik languages,iso639-2b,http://id.loc.gov/vocabulary/languages/ypk
language,Zapotec,iso639-2b,http://id.loc.gov/vocabulary/languages/zap
language,Blissymbolics,iso639-2b,http://id.loc.gov/vocabulary/languages/zbl
language,Zenaga,iso639-2b,http://id.loc.gov/vocabulary/languages/zen
language,Zhuang,iso639-2b,http://id.loc.gov/vocabulary/languages/zha
language,Zande languages,iso639-2b,http://id.loc.gov/vocabulary/languages/znd
language,Zulu,iso639-2b,http://id.loc.gov/vocabulary/languages/zul
language,Zuni,iso639-2b,http://id.loc.gov/vocabulary/languages/zun
language,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/languages/zxx
language,Zaza,iso639-2b,http://id.loc.gov/vocabulary/languages/zza
